ADDRESS_DESCRIPTION,CITY,CLEARANCE_DATE,CLEARANCE_DETAIL_STATUS,CLEARANCE_STATUS,CMPD_PATROL_DIVISION,DATE_INCIDENT_BEGAN,DATE_INCIDENT_END,DATE_REPORTED,DIVISION_ID,GlobalID,HIGHEST_NIBRS_CODE,HIGHEST_NIBRS_DESCRIPTION,INCIDENT_REPORT_ID,LATITUDE_PUBLIC,LOCATION,LOCATION_TYPE_DESCRIPTION,LONGITUDE_PUBLIC,NPA,OBJECTID,PLACE_DETAIL_DESCRIPTION,PLACE_TYPE_DESCRIPTION,STATE,X_COORD_PUBLIC,YEAR,Y_COORD_PUBLIC,ZIP,geometry_type,coordinates_lon,coordinates_lat,coordinates_json
Location of occurrence,CHARLOTTE,1615075200000,Cleared by Other Means,Exceptionally Cleared,Steele Creek,1613260800000,1613260800000,1613433600000,21,{E5DAA988-87DB-4295-88B5-32AF6AD45B35},899,Other Unlisted Non-Criminal,20210216-1602-01,35.120869,7600 WATERFORD LAKES DR,Parking Lot,-80.878296,185,3197,Other - Residential,Residential,NC,1438380,2021,504231,28210,Point,-80.87829620748441,35.12086881246449,
Location of occurrence,CHARLOTTE,1599091200000,Cleared by Arrest,Cleared by Arrest,North Tryon,1599091200000,,1599091200000,07,{29F0537B-1525-4899-8692-1B30203772E9},13B,Simple Assault,20200903-1635-03,35.265756,500 W SUGAR CREEK RD,Outdoors,-80.794945,371,3198,Gas Station,Retail,NC,1464253,2020,556492,28213,Point,-80.79494514957815,35.26575607585879,
Location of occurrence,CHARLOTTE,1554595200000,Cleared by Arrest,Cleared by Arrest,Steele Creek,1554595200000,1554595200000,1554595200000,21,{021873AB-BEE5-472F-A371-8D27F6D5F87E},23C,Shoplifting,20190407-0222-02,35.121312,8600 SOUTH BV,Indoors,-80.880203,185,3199,Convenience Store,Retail,NC,1437813,2019,504403,28273,Point,-80.88020293686239,35.12131184262961,
Location where officer took report,CHARLOTTE,,Open,Open,Providence,1576540800000,1576540800000,1576540800000,16,{1C858937-F3B9-4020-84D2-65196AC2EDF5},899,Other Unlisted Non-Criminal,20191217-1456-01,35.204113,1000 BLYTHE BV,Indoors,-80.837559,3,3200,Hospital/Medical Facility,Public/Non-Residential,NC,1451120,2019,534294,,Point,-80.83755897906379,35.20411342664193,
Location of occurrence,CHARLOTTE,,Open,Open,North Tryon,1757116800000,1757116800000,1757116800000,07,{0B86673D-5FD6-4E1D-9CDF-C40684B291D2},23H,All Other Thefts,20250906-1625-01,35.249514,4400 THE PLAZA,Outdoors,-80.781029,100,3201,Gas Station,Retail,NC,1468300,2025,550507,28205,Point,-80.78102944848057,35.249514296282484,
Location of occurrence,CHARLOTTE,1740528000000,Cleared by Arrest,Cleared by Arrest,Westover,1740528000000,1740528000000,1740528000000,26,{8EDDFF3A-9AB3-406D-A5F0-6B31B2BF8260},280,Stolen Property Offenses,20250226-0356-01,35.195553,2200 CASCADE POINTE BV,Outdoors,-80.912713,159,3202,Hotel/Motel,Commercial Place,NC,1428614,2025,531603,28208,Point,-80.91271348109608,35.19555271021456,
Location of occurrence,CHARLOTTE,1519948800000,Cleared by Arrest,Cleared by Arrest,Metro,1518134400000,,1518134400000,02,{F8B93B97-031B-49FF-80A7-FA0873807578},280,Stolen Property Offenses,20180209-1425-00,35.27218,2700 BEATTIES FORD RD,Outdoors,-80.854272,139,3203,Street/Highway,Open Area,NC,1446591,2018,559155,,Point,-80.85427229522116,35.27217990806287,
Location of occurrence,CHARLOTTE,,Open,Open,North,1693267200000,1693267200000,1693267200000,11,{44123A11-332F-4C60-8C94-FDEAFFACE3F9},290,Damage/Vandalism Of Property,20230829-1430-02,35.300508,11100 MOUNT HOLLY RD,Outdoors,-80.987425,156,3204,Gas Station,Retail,NC,1407063,2023,570232,28214,Point,-80.98742500813029,35.300508427946234,
Location where officer took report,CHARLOTTE,1726185600000,Cleared by Arrest,Cleared by Arrest,North Tryon,1724716800000,1724716800000,1724716800000,07,{BEFB57DD-57DF-448B-A0CD-EABC70F38851},13B,Simple Assault,20240827-1921-01,35.280771,1300 W SUGAR CREEK RD,Parking Lot,-80.79354,328,3205,Gas Station,Retail,NC,1464771,2024,561948,,Point,-80.79354026698839,35.28077051828265,
Location of occurrence,CHARLOTTE,,Open,Open,Central,1738972800000,1739059200000,1739059200000,01,{3126E8C8-EA6F-4EF6-A3D9-88B49470F175},23F,Theft From Motor Vehicle,20250209-0217-03,35.237669,700 NC MUSIC FACTORY BV,Parking Lot,-80.840761,476,3206,Other - Open Area,Open Area,NC,1450390,2025,546522,28202,Point,-80.84076135020625,35.23766903087714,
Location of occurrence,CHARLOTTE,,Open,Open,University City,1601596800000,1601596800000,1601683200000,14,{F0613B4E-CA8B-494F-B105-08801FC556DC},220,Burglary/B&E,20201003-0752-00,35.311586,1800 THOMAS COMBS DR,Outdoors,-80.717214,60,3207,Construction Site,Open Area,NC,1487740,2020,572759,,Point,-80.7172139735984,35.31158649352423,
Location of occurrence,CHARLOTTE,,Open,Open,Independence,1752710400000,1752710400000,1752710400000,17,{6553CB0C-8D99-4C65-BBC6-AE0B8F599B8E},23C,Shoplifting,20250717-1041-00,35.155923,8400 MONROE RD,Indoors,-80.74839,248,3208,Convenience Store,Retail,NC,1477443,2025,516277,,Point,-80.74839040952855,35.15592266980942,
Location of occurrence,CHARLOTTE,,Open,Open,North Tryon,1733443200000,1733443200000,1733443200000,07,{17B451EF-1108-4DF5-AFF2-2E2057C82651},290,Damage/Vandalism Of Property,20241206-1452-00,35.262621,1000 MERRICK ST,Outdoors,-80.776264,371,3209,Apartment/Duplex Private Res,Residential,NC,1469808,2024,555251,,Point,-80.77626350619879,35.26262131999025,
Location of occurrence,CHARLOTTE,1544745600000,Cleared by Other Means,Exceptionally Cleared,Independence,1535328000000,,1535328000000,17,{BCC9589B-40BA-4F93-900D-DDB75953B397},90F,Family Offenses; Nonviolent,20180827-1737-00,35.182765,2300 RAMA RD,Indoors,-80.763641,99,3210,Private Residence,Residential,NC,1473059,2018,526125,,Point,-80.76364081256469,35.18276464205954,
Location of occurrence,CHARLOTTE,,Open,Open,University City,1682726400000,,1682726400000,14,{B0B436E0-D7CF-48E6-90B6-CCA748A90899},290,Damage/Vandalism Of Property,20230429-2218-04,35.300929,1800 CAGNEY ST,Outdoors,-80.78785,259,3211,Street/Highway,Open Area,NC,1466601,2023,569253,28262,Point,-80.78785012234398,35.30092945697839,
Location of occurrence,CHARLOTTE,,Open,Open,University City,1693440000000,1693440000000,1693440000000,14,{9762286C-9FBE-4FC4-B1F3-9074750349AF},90Z,All Other Offenses,20230831-1359-00,35.302297,6300 SPANISH MOSS LN,Other,-80.792919,259,3212,Other - Open Area,Open Area,NC,1465098,2023,569778,28262,Point,-80.792918571533,35.30229725325332,
Location of occurrence,CHARLOTTE,1499126400000,Cleared by Arrest,Cleared by Arrest,Westover,1499126400000,,1499126400000,26,{14E08C7E-A813-4E79-BE74-DEC95D7AD7F1},35A,Drug/Narcotic Violations,20170704-2040-00,35.209929,3200 NOBLES AV,Outdoors,-80.917217,114,3213,Street/Highway,Open Area,NC,1427370,2017,536860,28208,Point,-80.91721656104401,35.20992864008914,
Location of occurrence,CHARLOTTE,,Open,Open,North,1669161600000,1669161600000,1669161600000,11,{FD66C7D0-F108-49E5-942C-EED60C358A35},899,Other Unlisted Non-Criminal,20221123-1049-01,35.345613,8800 TWISTED PINE DR,Indoors,-80.805837,276,3214,Private Residence,Residential,NC,1461531,2022,585610,,Point,-80.80583727950729,35.34561283361291,
Location of occurrence,CHARLOTTE,1545091200000,Cleared by Arrest,Cleared by Arrest,North Tryon,1545091200000,1545091200000,1545091200000,07,{6AF0BC2E-8312-4836-8E9B-06FC21EB4BEC},90Z,All Other Offenses,20181218-1759-03,35.267422,6100 N TRYON ST,Outdoors,-80.76842,234,3215,Street/Highway,Open Area,NC,1472180,2018,556956,28213,Point,-80.76842019983108,35.26742167466936,
Location of occurrence,CHARLOTTE,,Open,Open,North Tryon,1618185600000,1618185600000,1618185600000,07,{F0B59DAD-C036-4EE6-9C38-1D1AD0F0CA24},290,Damage/Vandalism Of Property,20210412-1155-01,35.259952,3800 GLORY ST,Outdoors,-80.801062,21,3216,Private Residence,Residential,NC,1462389,2021,554413,28206,Point,-80.80106249296898,35.25995188306638,
Location of occurrence,CHARLOTTE,1674172800000,Cleared by Other Means,Exceptionally Cleared,Steele Creek,1674086400000,,1674086400000,21,{7591CD42-307E-4BB3-A427-A9519E0EE125},899,Other Unlisted Non-Criminal,20230119-1901-00,35.150203,2200 YORKHILLS DR,Parking Lot,-80.922886,307,3217,Other - Residential,Residential,NC,1425256,2023,515160,,Point,-80.92288551465948,35.150202613718896,
Location of occurrence,CHARLOTTE,1504828800000,Unfounded,Unfounded,Metro,1503532800000,1503532800000,1503532800000,02,{45300FC9-20AC-4080-AE32-8ECEB5095415},23H,All Other Thefts,20170824-2123-02,35.23985,3000 FREEDOM DR,Indoors,-80.88578,124,3218,Grocery Store/Supermarket,Retail,NC,1436965,2017,547568,28208,Point,-80.88578039907665,35.2398502562563,
Location of occurrence,CHARLOTTE,,Open,Open,Airport,1675814400000,,1676419200000,28,{E7D9EDC6-084C-4C45-AF9A-CD9CCF617B0A},26A,False Pretenses/Swindle,20230215-0715-03,35.223126,5400 JOSH BIRMINGHAM PY,Parking Lot,-80.946065,122,3219,Other - Commercial Place,Commercial Place,NC,1418849,2023,541830,28208,Point,-80.94606454299678,35.223126442412884,
Location of occurrence,CHARLOTTE,1706572800000,Cleared by Other Means,Exceptionally Cleared,Metro,1706572800000,1706572800000,1706572800000,02,{3DA32178-4736-4D0C-AE43-BAE937928393},35B,Drug Equipment Violations,20240130-0202-00,35.248062,3900 GLENWOOD DR,Outdoors,-80.885786,5,3220,Street/Highway,Open Area,NC,1437020,2024,550556,28208,Point,-80.8857863198517,35.2480616590103,
Location of occurrence,CHARLOTTE,,Open,Open,North,1685145600000,1685145600000,1685145600000,11,{56B565D0-8512-4BA4-BE7D-5E0DC8195B6F},23F,Theft From Motor Vehicle,20230527-1925-02,35.350036,7500 NORTHLAKE MALL DR,Parking Lot,-80.85271,72,3221,Shopping Mall,Retail,NC,1447586,2023,587477,28216,Point,-80.85271006816298,35.35003574496614,
Location of occurrence,CHARLOTTE,,Open,Open,Independence,1757548800000,1757548800000,1757548800000,17,{7D27C642-FCCD-4395-82EB-E85B3DAC06E0},220,Burglary/B&E,20250911-1758-00,35.198688,2800 IRON GATE LN,Indoors,-80.756623,16,3222,Private Residence,Residential,NC,1475258,2025,531882,,Point,-80.7566233514699,35.198687699959336,
Location of occurrence,CHARLOTTE,1587945600000,Cleared by Other Means,Exceptionally Cleared,Metro,1587686400000,1587686400000,1587686400000,02,{CB2D5EBC-954B-499D-9CF4-536E9D28332E},899,Other Unlisted Non-Criminal,20200424-0315-02,35.264103,3400 STATESVILLE AV,Outdoors,-80.837181,363,3223,Street/Highway,Open Area,NC,1451637,2020,556121,,Point,-80.83718074630094,35.26410274784485,
Location of occurrence,CHARLOTTE,1708041600000,Cleared by Arrest,Cleared by Arrest,Airport,1708041600000,1708041600000,1708041600000,28,{ABDFAACC-6A63-46D7-8ED5-7218512287E7},520,Weapon Law Violations,20240216-0828-02,35.223126,5500 JOSH BIRMINGHAM PY,Indoors,-80.946065,122,3224,Air/Bus/Train Terminal,Public/Non-Residential,NC,1418849,2024,541830,28208,Point,-80.94606454299678,35.223126442412884,
Location of occurrence,CHARLOTTE,,Open,Open,North,1634774400000,1634860800000,1634860800000,11,{7AE735EC-D407-453C-B7A4-DDB54BB56B14},220,Burglary/B&E,20211022-0807-02,35.338748,2200 BLEWETT DR,Indoors,-80.814317,38,3225,Private Residence,Residential,NC,1458957,2021,583158,28269,Point,-80.81431738520511,35.338747856101364,
Location of occurrence,CHARLOTTE,,Open,Open,Eastway,1643846400000,1643846400000,1643846400000,06,{C894DE97-599A-4A29-A35D-BC82976871C6},240,Motor Vehicle Theft,20220203-1709-01,35.212953,1600 EASTCREST DR,Parking Lot,-80.794612,86,3226,Other - Residential,Residential,NC,1464005,2022,537276,28205,Point,-80.79461211012621,35.21295328369046,
Location where officer took report,CHARLOTTE,,Open,Open,Freedom,1648598400000,,1648598400000,27,{74C81E8D-8B8B-4D88-B722-CEA0A11AD709},13A,Aggravated Assault,20220330-1453-05,35.243396,5500 NORTHSTREAM DR,Indoors,-80.913944,199,3227,Apartment/Duplex Private Res,Residential,NC,1428582,2022,549019,28208,Point,-80.91394447001927,35.24339558654654,
Location of occurrence,CHARLOTTE,,Open,Open,Central,1546300800000,1552003200000,1552003200000,01,{5E6CEFA2-9E7E-407D-99AE-EB2132257F5E},90Z,All Other Offenses,20190308-1039-01,35.21837,1700 WILMORE DR,Indoors,-80.865234,388,3228,Private Residence,Residential,NC,1442952,2019,539636,28203,Point,-80.86523369161878,35.218370418757,
Location of occurrence,CHARLOTTE,1703376000000,Cleared by Arrest,Cleared by Arrest,Providence,1703289600000,1703289600000,1703376000000,16,{400982AB-D4D6-4759-800F-6420E56946A0},23D,Theft From Building,20231224-1139-00,35.1512,4400 SHARON RD,Indoors,-80.828674,358,3229,Shopping Mall,Retail,NC,1453419,2023,514991,,Point,-80.82867375349484,35.15120046375475,
Location of occurrence,CHARLOTTE,,Open,Open,Independence,1556323200000,1556409600000,1556409600000,17,{C9D120C7-F326-412D-950B-DB47DEECBBEF},23F,Theft From Motor Vehicle,20190428-1031-01,35.176455,2100 KNICKERBOCKER DR,Other,-80.763816,99,3230,Street/Highway,Open Area,NC,1472966,2019,523830,28212,Point,-80.76381554754008,35.17645515195423,
Location of occurrence,CHARLOTTE,,Open,Open,Freedom,1510876800000,1510876800000,1510876800000,27,{A75B8F6B-E57B-4515-AD34-69E542A09889},120,Robbery,20171117-0103-04,35.241165,2600 LITTLE ROCK RD,Outdoors,-80.938888,140,3231,Hotel/Motel,Commercial Place,NC,1421120,2017,548352,28214,Point,-80.93888823106757,35.24116538774787,
Location of occurrence,CHARLOTTE,,Open,Open,Westover,1627430400000,,1627430400000,26,{D5AB7BF5-F6EB-4B4E-92F5-E7E03AEE8293},290,Damage/Vandalism Of Property,20210728-0408-00,35.198164,700 CLANTON RD,Outdoors,-80.883607,30,3232,Street/Highway,Open Area,NC,1437326,2021,532387,28217,Point,-80.88360692386011,35.198164189753115,
Location of occurrence,CHARLOTTE,,Open,Open,Steele Creek,1620864000000,1620950400000,1620950400000,21,{D5EE8BA8-C733-4512-9C7D-5581AF5D1418},90Z,All Other Offenses,20210514-2208-01,35.148315,400 ATTWOOD CT,Parking Lot,-80.886096,71,3233,Apartment/Duplex Private Res,Residential,NC,1436238,2021,514262,28217,Point,-80.88609556802405,35.14831450676171,
Location of occurrence,CHARLOTTE,,Open,Open,Steele Creek,1716076800000,1716076800000,1716076800000,21,{7F94C5BA-1569-4CD4-BDC1-52847042C05D},290,Damage/Vandalism Of Property,20240519-2009-02,35.13308,1000 DOVERIDGE ST,Outdoors,-80.87932,116,3234,Private Residence,Residential,NC,1438158,2024,508680,,Point,-80.879320145044,35.13307963299333,
Location of occurrence,CHARLOTTE,1627084800000,Cleared by Other Means,Exceptionally Cleared,North,1627084800000,1627084800000,1627084800000,11,{CE5FCEEE-D25C-4D8F-B4C1-8B6EAEE97874},899,Other Unlisted Non-Criminal,20210724-1434-03,35.335746,5400 MT HOLLY-HUNTERSVILLE RD,Outdoors,-80.923878,110,3235,Other - Open Area,Open Area,NC,1426268,2021,582681,28216,Point,-80.92387803804404,35.33574646824285,
Location of occurrence,CHARLOTTE,1575331200000,Cleared by Arrest,Cleared by Arrest,South,1559347200000,1565654400000,1565827200000,22,{73CD39B1-0412-407F-A719-267168FD21A8},90Z,All Other Offenses,20190815-0749-04,35.059978,14200 BALLANTYNE CORPORATE PL,Indoors,-80.856711,355,3236,Hospital/Medical Facility,Public/Non-Residential,NC,1444419,2019,481953,28277,Point,-80.85671057175426,35.059978072187164,
Location of occurrence,CHARLOTTE,1694131200000,Cleared by Arrest,Cleared by Arrest,North,1692921600000,1692921600000,1692921600000,11,{97615D5E-E8AB-44F0-A1C9-7FF6FBC4C470},13B,Simple Assault,20230825-1011-02,35.287776,5000 TEWKESBURY RD,Outdoors,-80.814736,238,3237,Private Residence,Residential,NC,1458493,2023,564612,28269,Point,-80.81473621789465,35.28777555048584,
Location of occurrence,CHARLOTTE,1559088000000,Cleared by Arrest,Cleared by Arrest,South,1559088000000,1559088000000,1559088000000,22,{8116CED0-4281-4CF5-BAA4-F63CD8072561},23H,All Other Thefts,20190529-2019-00,35.094601,7900 GREENSIDE CT,Parking Lot,-80.787026,56,3238,Apartment/Duplex Private Res,Residential,NC,1465495,2019,494169,,Point,-80.78702648743239,35.09460138636099,
Location of occurrence,CHARLOTTE,1546992000000,Victim Chose not to Prosecute,Exceptionally Cleared,North,1546387200000,1546387200000,1546387200000,11,{5E61E48A-46BC-4EE3-8524-F82BE287CBC8},13B,Simple Assault,20190102-1131-04,35.28564,700 OAKDALE RD,Outdoors,-80.893669,158,3239,Street/Highway,Open Area,NC,1434928,2019,564275,,Point,-80.89366859872214,35.28564043806358,
Location of occurrence,CHARLOTTE,1686873600000,Cleared by Other Means,Exceptionally Cleared,Central,1686700800000,1686787200000,1686700800000,01,{A5D25E1E-EA01-4244-95FB-595F732C234E},899,Other Unlisted Non-Criminal,20230614-2253-01,35.210672,200 W TREMONT AV,Indoors,-80.86189,388,3240,Bar/Tavern/Nightclub,Commercial Place,NC,1443898,2023,536816,28203,Point,-80.8618897425766,35.21067213523791,
Location of occurrence,CHARLOTTE,1550016000000,Victim Chose not to Prosecute,Exceptionally Cleared,Central,1541721600000,,1541721600000,01,{B8B3FC01-7B4D-47C3-9CE7-C88B28D0A166},13B,Simple Assault,20181109-0207-01,35.226243,200 E TRADE ST,Outdoors,-80.841973,476,3241,Bar/Tavern/Nightclub,Commercial Place,NC,1449951,2018,542371,28202,Point,-80.84197338184185,35.2262430549653,
Location of occurrence,CHARLOTTE,1578441600000,Cleared by Arrest,Cleared by Arrest,South,1577318400000,1577318400000,1577318400000,22,{81ED8D33-84A1-4BC7-A28A-9DB07194014C},23C,Shoplifting,20191226-1837-01,35.098088,3400 PINEVILLE-MATTHEWS RD,Indoors,-80.784124,56,3242,Department Store,Retail,NC,1466386,2019,495422,,Point,-80.784123503689,35.09808775497711,
Location of occurrence,CHARLOTTE,1633910400000,Cleared by Other Means,Exceptionally Cleared,Central,1633824000000,1633824000000,1633824000000,01,{7F6ED535-676B-4753-A193-3341585BDC4E},13B,Simple Assault,20211010-1928-02,35.230601,200 N PINE ST,Outdoors,-80.844905,476,3243,Other - Open Area,Open Area,NC,1449105,2021,543973,28202,Point,-80.84490545816298,35.23060089632464,
Location of occurrence,CHARLOTTE,1581897600000,Victim Chose not to Prosecute,Exceptionally Cleared,North Tryon,1581897600000,1581897600000,1581897600000,07,{CB04927E-11AD-4388-A1AA-BAD96F0FC411},13B,Simple Assault,20200217-1434-00,35.259663,3000 DECAPOLIS DR,Indoors,-80.738697,17,3244,Private Residence,Residential,NC,1481001,2020,553976,,Point,-80.7386973608409,35.25966305974807,
Location of occurrence,CHARLOTTE,1608681600000,Unfounded,Unfounded,Freedom,1570579200000,1570579200000,1570665600000,27,{ECFF3BFE-2BC0-44F1-B78B-7779B1504828},26B,Credit Card/Teller Fraud,20191010-0843-02,35.22931,2800 BOYER ST,Other,-80.921977,387,3245,Financial Institution,Commercial Place,NC,1426085,2019,543940,28208,Point,-80.92197666949232,35.22931025191249,
Location of occurrence,CHARLOTTE,1670803200000,Cleared by Arrest,Cleared by Arrest,Metro,1670803200000,,1670803200000,02,{16CC33A4-ACC3-4B75-9D4D-1D7430CEEFDE},35A,Drug/Narcotic Violations,20221212-0029-02,35.223444,2000 WILKINSON BV,Other,-80.874071,361,3246,Street/Highway,Open Area,NC,1440348,2022,541532,28208,Point,-80.87407076299581,35.22344433272817,
Location of occurrence,CHARLOTTE,1561334400000,Cleared by Arrest,Cleared by Arrest,Freedom,1560816000000,1560902400000,1560816000000,27,{BA0097ED-58F0-4384-B594-3FD22814BF35},13B,Simple Assault,20190618-2351-00,35.249642,1200 LUCKY PENNY ST,Parking Lot,-80.897401,385,3247,Hotel/Motel,Commercial Place,NC,1433564,2019,551197,,Point,-80.89740093589367,35.24964165529509,
Location of occurrence,CHARLOTTE,,Open,Open,University City,1741737600000,1741824000000,1741824000000,14,{4049655E-D87D-41B1-AECF-74FE8D1AF07F},290,Damage/Vandalism Of Property,20250313-0547-00,35.344156,700 SAWYERS MILL RD,Parking Lot,-80.70459,336,3248,Other - Open Area,Open Area,NC,1491709,2025,584546,,Point,-80.70459000804603,35.344155833509326,
Location of occurrence,CHARLOTTE,1718409600000,Cleared by Other Means,Exceptionally Cleared,Freedom,1716595200000,1716595200000,1716595200000,27,{A16B2CE2-3A18-4F23-9A89-F5EBC9053997},899,Other Unlisted Non-Criminal,20240525-1553-00,35.251155,7600 ORCHID BLOSSOM LN,Indoors,-80.95373,119,3249,Private Residence,Residential,NC,1416761,2024,552074,28214,Point,-80.9537297356694,35.251155405890046,
Location of occurrence,CHARLOTTE,1608681600000,Cleared by Arrest,Cleared by Arrest,Central,1608163200000,1608163200000,1608163200000,01,{B5A6DBB6-26E4-4374-BD09-22F2F55B2F07},520,Weapon Law Violations,20201217-2321-02,35.212574,100 EAST BV,Outdoors,-80.858829,388,3250,Street/Highway,Open Area,NC,1444825,2020,537491,28203,Point,-80.8588290858474,35.21257422121099,
Location of occurrence,CHARLOTTE,1520467200000,Victim Chose not to Prosecute,Exceptionally Cleared,North,1519171200000,1519257600000,1519257600000,11,{FD7EFB35-D5D9-4489-980A-FEA80A199C08},13A,Aggravated Assault,20180222-0008-03,35.362029,10100 REINDEER WAY LN,Indoors,-80.860364,72,3251,Private Residence,Residential,NC,1445386,2018,591884,28216,Point,-80.86036375765111,35.36202928619427,
Location of occurrence,CHARLOTTE,1705536000000,Cleared by Arrest,Cleared by Arrest,Independence,1705536000000,1705536000000,1705536000000,17,{14D60B51-4F36-45C1-8711-4DCDF3D950DF},13B,Simple Assault,20240118-1534-03,35.186132,5800 MONROE RD,Parking Lot,-80.7645,52,3252,Hotel/Motel,Commercial Place,NC,1472824,2024,527355,28212,Point,-80.76450034398071,35.18613228886547,
